property,propertyLabel,propertyDescription,domains,ranges
http://www.wikidata.org/entity/P3306,ICAA rating,rating in the Spanish motion picture content rating system,film,ICAA rating category
http://www.wikidata.org/entity/P6118,season ends,to indicate what month of the year a sports season ends,sports league,calendar month
http://www.wikidata.org/entity/P10654,rack system,type of rack-and-cogwheel system used by a certain rack railway,"rack rail vehicle, railway",rack system
http://www.wikidata.org/entity/P6104,maintained by WikiProject,"WikiProject that maintains this property, item, or linked pages. If the WikiProject is hosted outside of Wikidata, define the scope using the qualifier ""of (P642)""",entity,WikiProject
http://www.wikidata.org/entity/P5913,has inflection class,inflectional pattern for groups of lexemes in the language,language,inflection class
http://www.wikidata.org/entity/P5970,Medierådet rating,rating of a film in the Danish movie content rating system,"film series, film, television program",Medierådet classification category
http://www.wikidata.org/entity/P1534,end cause,qualifier to use together with the end date qualifier (P582) to specify the cause,,"human, compromise agreement, occurrence, rule, cause, era, fictional occurrence, occurrent"
http://www.wikidata.org/entity/P1830,owner of,entities owned by the subject,"group of humans, fictional organization, group of living things, racehorse, organization, fictional character, human","human, pet, organization, fictional character, trademark, brand, television channel, concrete object, structure, group of living things, fictional object, artificial object, individual animal"
http://www.wikidata.org/entity/P1840,investigated by,person or organization involved in investigation of the item,"group of humans, occurrence, human","human, organization, law enforcement agency, legal proceeding"
http://www.wikidata.org/entity/P1891,signatory,"person, country, or organization that has signed an official document (use P50 for author)","contract, document","human, state, organization, person or organization"
http://www.wikidata.org/entity/P25,mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)","prosopographical phantom, fictional human formerly considered to be historical, hypothetical person, character that may or may not be fictional, human whose existence is disputed, group of mythical characters, group of fictional characters, legendary figure, animalisation, mythical character, stillborn child, archaic human, personification, deity, fictional character, human fetus, cultivar, animal, human","human, animal, cultivar, fictional character, deity, mythical character, legendary figure, human whose existence is disputed, character that may or may not be fictional"
http://www.wikidata.org/entity/P1075,rector,senior official in an educational institution,"girls' school, fictional educational institution, academic district, higher education institution","fictional humanoid, fictional character, person, fictional human"
http://www.wikidata.org/entity/P1532,country for sport,country a person or a team represents when playing a sport,"group of humans, nation at sport competition, sports governing body, international sport governing body, fictional character, human","country, state, geographic region, administrative division, Olympic delegation, nation at sport competition"
http://www.wikidata.org/entity/P30,continent,continent of which the subject is a part,"aspect in a geographic region, geographic entity, geographic location, fictional location, stratigraphic unit","continent, supercontinent, subcontinent, fictional continent"
http://www.wikidata.org/entity/P1444,destination point,"destination for this route (journey, flight, sailing, exploration, migration, etc.)","fictional occurrence, expedition, occurrence, itinerary, vehicle","astronomical object, building, geographical feature, service provider, physical location"
http://www.wikidata.org/entity/P20,place of death,"most specific known (e.g. city instead of country, or hospital instead of city) death location of a person, animal or fictional character","fictional organism, human whose existence is disputed, group of humans, abstract being, legendary figure, mythical character, person, fictional character, organism","astronomical object, hospital, building, seminary, battle, geographical feature, nursing home, geographic location, mythical location, fictional location, medical facility, facility, geographic entity, at sea, residential facility"
http://www.wikidata.org/entity/P1916,gene substitution association with,This property should link a gene and a disease due to a substitution,gene,disease
http://www.wikidata.org/entity/P1918,altered regulation leads to,this property should link a gene and a disease due to altered regulation,gene,disease
http://www.wikidata.org/entity/P1851,input set,a superset of the domain of a function or relation that may include some inputs for which the function is not defined; to specify the set of only those inputs for which the function is defined use domain (P1568),"morphism, mapping, binary relation, function","set, class"
http://www.wikidata.org/entity/P2376,superpartner of,"partner particle, in supersymmetry; inverse of ""has superpartner""",hypothetical particle,elementary particle
http://www.wikidata.org/entity/P4788,storage device,data storage device supported by a machine (e.g. camera or mobile phone),"electronic device model series, electronic device model, appliance, product model",recording medium
http://www.wikidata.org/entity/P1923,participating team,like 'Participant' (P710) but for teams. For an event like a cycle race or a football match you can use this property to list the teams and P710 to list the individuals (with 'member of sports team' (P54) as a qualifier for the individuals),,"sports club, sports team"
http://www.wikidata.org/entity/P2365,Roman cognomen,"standard part of the name of a Roman, link to items about specific Roman cognomen only.",,cognomen
http://www.wikidata.org/entity/P1455,list of works,link to the article with the works of a person; use P358 for discographies,,"bibliography, thematic catalog, catalogue of classical compositions, Wikimedia list article, Wikimedia list of songs, Wikimedia list of musical works by composer, Wikimedia list of dramatico-musical works by composer"
http://www.wikidata.org/entity/P2366,Roman agnomen,"optional part of the name of a Roman, link to items about specific Roman agnomen only.",,agnomen
http://www.wikidata.org/entity/P2388,office held by head of the organization,position of the head of this item,"fictional organization, organization","position, fictional office, position, or title"
http://www.wikidata.org/entity/P942,theme music,the theme music/song used by the item,"character that may or may not be fictional, video and/or audio work, performance work, occurrence, fictional character, organization, human","audio track, musical work/composition"
http://www.wikidata.org/entity/P922,magnetic ordering,magnetic ordering of a substance,metal,magnetic ordering
http://www.wikidata.org/entity/P279,subclass of,"this item is a subclass (subset) of that item; all instances of this item are instances of that item; different from P31 (instance of), e.g.: K2 is an instance of mountain; volcano is a subclass of mountain (and an instance of volcanic landform)",,
http://www.wikidata.org/entity/P301,category's main topic,primary topic of the subject Wikimedia category,Wikimedia category,
http://www.wikidata.org/entity/P361,part of,"object of which the subject is a part (if this subject is already part of object A which is a part of object B, then please only make the subject part of object A), inverse property of ""has part"" (P527, see also ""has parts of the class"" (P2670))",,
http://www.wikidata.org/entity/P360,is a list of,common element between all listed items,list,
http://www.wikidata.org/entity/P366,has use,main use of the subject (includes current and former usage),,
http://www.wikidata.org/entity/P369,Sandbox-Item,"Sandbox property for value of type ""Item""",,
http://www.wikidata.org/entity/P404,game mode,a video game's available playing mode(s),"group of video games, game creation system, video game series, level, game mode, video game",
http://www.wikidata.org/entity/P447,review score by,issuer of a review score,work,
http://www.wikidata.org/entity/P461,opposite of,item that is in some way the opposite of this item,,
http://www.wikidata.org/entity/P460,said to be the same as,"this item is said to be the same as that item, though this may be uncertain or disputed",,
http://www.wikidata.org/entity/P470,Eight Banner register,Manchu household register for people of the Qing Dynasty,human,
http://www.wikidata.org/entity/P514,interleaves with,stratigraphic relation in which two units overlap each other marginally,,
http://www.wikidata.org/entity/P518,applies to part,"part, aspect, or form of the item to which the claim applies",,
http://www.wikidata.org/entity/P527,has part(s),"part of this subject; inverse property of ""part of"" (P361). See also ""has parts of the class"" (P2670).",,
http://www.wikidata.org/entity/P533,target,target of an attack or military operation,"fictional violation of law, failed attack, attack, massacre, military operation, smear campaign, violation of law, military operation plan, country, human",
http://www.wikidata.org/entity/P547,commemorates,"what the place, monument, memorial, or holiday, commemorates","commemoration, group of humans, creative work, monument, recurring event, point in time with respect to recurrent timeframe, memorial, holiday, event, work of art, geographic location, parade, exhibition, commemorative publication, commemorative coin, commemorative plaque, grave, foundation, tree, postage stamp, human",
http://www.wikidata.org/entity/P546,docking port,intended docking port for a spacecraft,"spacecraft, spaceflight",
http://www.wikidata.org/entity/P565,crystal habit,the form and proportions of a crystal or mineral,,
http://www.wikidata.org/entity/P567,underlies,stratigraphic unit that this unit lies under (i.e. the overlying unit),,
http://www.wikidata.org/entity/P566,basionym,"the legitimate, previously published name on which a new combination or name at new rank is based",,
http://www.wikidata.org/entity/P568,overlies,stratigraphic unit that this unit lies over (i.e. the underlying unit),,
http://www.wikidata.org/entity/P579,IMA status and/or rank,status given to each mineral by the IMA (International Mineralogical Association),mineral species,
http://www.wikidata.org/entity/P588,coolant,substance used by the subject to dissipate excess thermal energy,,
http://www.wikidata.org/entity/P631,structural engineer,"person, group or organisation responsible for the structural engineering of a building or structure","building type, fixed construction",
http://www.wikidata.org/entity/P642,of,"(This property is being deprecated, see details at WD:P642) qualifier stating that a statement applies within the scope of a particular item",,
http://www.wikidata.org/entity/P659,genomic assembly,specify the genome assembly on which the feature is placed,,
http://www.wikidata.org/entity/P681,cell component,component of the cell in which this item is present,"group or class of proteins, protein-containing complex, protein complex, polysaccharide, peptide, protein",
http://www.wikidata.org/entity/P680,molecular function,represents gene ontology function annotations,"group or class of proteins, protein-containing complex, peptide, protein",
http://www.wikidata.org/entity/P682,biological process,is involved in the biological process,"group or class of proteins, protein-containing complex, protein complex, cell type, polysaccharide, protein, gene",
http://www.wikidata.org/entity/P684,ortholog,orthologous gene in another species (use with 'species' qualifier),,
http://www.wikidata.org/entity/P689,afflicts,"type of organism, organ or anatomical structure which a condition or disease afflicts","physiological condition, pathogen, taxon",
http://www.wikidata.org/entity/P688,encodes,the product of a gene (protein or RNA),"transposable element, codon, gene",
http://www.wikidata.org/entity/P693,cleavage,way that crystalline materials cleave,mineral species,
http://www.wikidata.org/entity/P710,participant,"person, group of people or organization (object) that actively takes/took part in an event or process (subject).  Preferably qualify with ""object has role"" (P3831). Use P1923 for participants that are teams.","group of humans, mythical event, creative work season, race result, podcast, fictional occurrence, sports competition, process, occurrence, theater of war, tournament, agreement, coalition, interview, project, documentary film, system, cooperative, human",
http://www.wikidata.org/entity/P737,influenced by,"this person, idea, etc. is informed by that other person, idea, etc., e.g. “Heidegger was influenced by Aristotle”",,
http://www.wikidata.org/entity/P741,playing hand,"hand used to play a racket sport, cricket, fencing, or curling",human,
http://www.wikidata.org/entity/P740,location of formation,location where a group or organization was formed,"recurring event, fictional organization, fictional city, musical ensemble, award, musical group, organization, social movement, religion, family",
http://www.wikidata.org/entity/P765,surface played on,the surface on which a sporting event is played,"sports competition, sports venue",
http://www.wikidata.org/entity/P783,hymenium type,type of spore-bearing surface of a mushroom,taxon,
http://www.wikidata.org/entity/P785,hymenium attachment,how the hymenium of the mushroom attaches to the stem,,
http://www.wikidata.org/entity/P784,mushroom cap shape,property classifying the shape of the cap of a mushroom,taxon,
http://www.wikidata.org/entity/P787,spore print color,color of a mushroom spore print (see documentation for allowed values),taxon,
http://www.wikidata.org/entity/P786,stipe character,indicates whether a mushroom has a universal or partial veil,,
http://www.wikidata.org/entity/P789,edibility,whether a mushroom can be eaten or not,taxon,
http://www.wikidata.org/entity/P788,mushroom ecological type,property classifying the ecological type of a mushroom,taxon,
http://www.wikidata.org/entity/P797,authority,entity having executive power on given entity,,
http://www.wikidata.org/entity/P805,statement is subject of,(qualifying) item that describes the relation identified in this statement,,
http://www.wikidata.org/entity/P814,IUCN protected areas category,protected areas category by the World Commission on Protected Areas. Used with dedicated items for each category.,protected area,
http://www.wikidata.org/entity/P825,dedicated to,person or organization to whom the subject was dedicated,"musical work/composition, group of musical works, release group, written work, edited volume, version, edition or translation, event, object, arrangement",
http://www.wikidata.org/entity/P828,has cause,"underlying cause, thing that ultimately resulted in this effect",,
http://www.wikidata.org/entity/P834,train depot,"depot which serves this railway line, not public stations",,
http://www.wikidata.org/entity/P841,feast day,saint's principal feast day,"group of humans, attributes of God in Christianity, human whose existence is disputed, legendary figure, title of Virgin Mary, Bible story, pericope, human",
http://www.wikidata.org/entity/P873,phase point,phase point to describe critical point and triple point (see talk page for an example),type of chemical entity,
http://www.wikidata.org/entity/P878,avionics,"notable sensors, electronics, and other avionics installed in the subject aircraft",aircraft,
http://www.wikidata.org/entity/P912,has facility,"the subject item has this type of facility, e.g. toilet, car park","facility, physical location, fictional organization, amenity, fictional location, mountain hut, organization, park, building, museum",
http://www.wikidata.org/entity/P921,main subject,primary topic of a work (see also P180: depicts),"aspect of history, fictional work, software resource, social media account, media campaign, fictional rule, inquiry, public inquiry, campaign, biological pathway, item of collection or exhibition, YouTube channel, content rating category, Wikipedia article covering multiple topics, group of humans, Wikimedia project page, list, WikiProject, goal, concrete object, Wikimedia list article, academic discipline, archival collection, online community, legal case, scientific theory, theme park, information campaign, oral communication, saying, information leak, attraction, statement, collection, criminal investigation, reform, library collection, event, artistic theme, cross-reference, message, course, rule, research project, learned society, identifier, theme restaurant, exhibition, intentional human activity, genre, scandal, lesson, school subject, introduction, hashtag, grant, conflict, paraphilia, discourse, work, incentive program, bibliography, project, archetype, intellectual property, community, concept, proposition, experiment, clinical trial, meme, suicide, history",
http://www.wikidata.org/entity/P925,presynaptic connection,neuron connects on its presynaptic end to,,
http://www.wikidata.org/entity/P924,possible treatment,health treatment used to resolve or ameliorate a medical condition,"fictional medical condition, health problem",
http://www.wikidata.org/entity/P927,anatomical location,where in the body or cell does this feature lie or happen,"anatomical entity, class of anatomical entity, biological process, cell type",
http://www.wikidata.org/entity/P926,postsynaptic connection,neuron connects on its postsynaptic end to,"signaling receptor, neuron",
http://www.wikidata.org/entity/P929,color space,mathematical model describing the way colors can be represented as tuples of numbers,,
http://www.wikidata.org/entity/P928,activating neurotransmitter,which neurotransmitter activates the neuron,neuron,
http://www.wikidata.org/entity/P941,inspired by,"work, human, place or event which inspired this creative work or fictional entity","mythical entity, artwork series, fictional entity, occurrence, work, genre, fictional character, musical group",
http://www.wikidata.org/entity/P943,programmer,the programmer that wrote the piece of software,"group of works, work",
http://www.wikidata.org/entity/P944,code of nomenclature,the code that governs the scientific name of this taxon,taxon,
http://www.wikidata.org/entity/P971,category combines topics,this category combines (intersects) these two or more topics,Wikimedia category,
http://www.wikidata.org/entity/P970,neurological function,the function of a neurological structure,neuron,
http://www.wikidata.org/entity/P1011,excluding,usually used as a qualifier,,
http://www.wikidata.org/entity/P1013,criterion used,property by which a distinction or classification is made,,
http://www.wikidata.org/entity/P1012,including,usually used as a qualifier,,
http://www.wikidata.org/entity/P1027,conferred by,"person or organization who grants an award, certification, grant, or role","award, role, certification, grant, coat of arms",
http://www.wikidata.org/entity/P1033,GHS signal word,"please use with items ""warning"" (Q15350847) and ""danger"" (Q15221217)",,
http://www.wikidata.org/entity/P1032,Digital Rights Management (DRM) system,technologies  to control the use of digital content and devices after sale,,
http://www.wikidata.org/entity/P1034,main food source,"species, genus or family that an organism depends on for nutrition",taxon,
http://www.wikidata.org/entity/P1046,discovery method,way an exoplanet was discovered,"extrasolar moon, brown dwarf, exoplanet",
http://www.wikidata.org/entity/P1074,fictional or mythical analog of,used to link an entity or class of entities appearing in a creative work with the analogous entity or class of entities in the real world,"imaginary event, imaginary character, mythical entity, fictional entity",
http://www.wikidata.org/entity/P1135,nomenclatural status,"status of a scientific name, according to the relevant rules of nomenclature (taxonomy)",taxon,
http://www.wikidata.org/entity/P1158,location of landing,location where the craft landed,"vehicle, spaceflight",
http://www.wikidata.org/entity/P1204,Wikimedia portal's main topic,primary topic of this Wikimedia portal,Wikimedia portal,
http://www.wikidata.org/entity/P1264,valid in period,time period when a statement is valid,,
http://www.wikidata.org/entity/P1269,facet of,"topic of which this item is an aspect, item that offers a broader perspective on the same topic",,
http://www.wikidata.org/entity/P1268,represents,"organization, individual, or concept that an entity represents",,
http://www.wikidata.org/entity/P1302,primary destinations,major towns and cities that a road serves,,
http://www.wikidata.org/entity/P1310,statement disputed by,entity that disputes a given statement,,
http://www.wikidata.org/entity/P1347,military casualty classification,"allowed values:  killed in action (Q210392), missing in action (Q2344557), died of wounds (Q16861372), prisoner of war (Q179637), killed in flight accident (Q16861407), others used in military casualty classification",,
http://www.wikidata.org/entity/P1354,shown with features,"secondary features depicted in a work. Use as qualifier for ""depicts"" (P180)",image,
http://www.wikidata.org/entity/P1363,points/goal scored by,person who scored a point or goal in a game,sports competition,
http://www.wikidata.org/entity/P1365,replaces,"person, state or item replaced. Use ""structure replaces"" (P1398) for structures. Use ""follows"" (P155) if the previous item was not replaced or predecessor and successor are identical",,
http://www.wikidata.org/entity/P1366,replaced by,"other person or item which continues the item by replacing it in its role. Use P156 (""followed by"") if the item is not replaced nor identical, but adds to the series (e.g. books in a series).",,
http://www.wikidata.org/entity/P1372,binding of software library,software library in another programming language provided by the subject software binding,,
http://www.wikidata.org/entity/P1382,partially coincident with,"object that partially overlaps with the subject in its instances, parts, or members",,
http://www.wikidata.org/entity/P1387,political alignment,political position within the left–right political spectrum,"social media account, guerrilla movement, broadcaster, political organization, organized crime group, collective, educational institution, political movement, syndicate, periodical, person, fictional character, nonprofit organization, website, podcast, newspaper, human",
http://www.wikidata.org/entity/P1389,product certification,"certification for a product, qualify with P1001 (""applies to jurisdiction"") if needed",product,
http://www.wikidata.org/entity/P1393,proxy,person authorized to act for another,human,
http://www.wikidata.org/entity/P1403,original combination,for animals: the combination (binomen or trinomen) where the species-group name used in this taxon name was first published,,
http://www.wikidata.org/entity/P1420,taxon synonym,name listed as synonym of a taxon name,taxon,
http://www.wikidata.org/entity/P1423,template has topic,topic related to template,MediaWiki template,
http://www.wikidata.org/entity/P1425,ecoregion (WWF),ecoregion of the item (choose from WWF's list),,
http://www.wikidata.org/entity/P1437,plea,"whether a person pleaded guilty, not guilty, etc.",person,
http://www.wikidata.org/entity/P1443,score method,"qualifier of ""points/goal scored by (P1363)""",,
http://www.wikidata.org/entity/P1479,has contributing factor,"thing that significantly influenced, but did not directly cause, this outcome or effect.  Used in conjunction with 'has cause' and 'has immediate cause'.  See '[[Help:Modeling causes]]'.",,
http://www.wikidata.org/entity/P1478,has immediate cause,"nearest, proximate thing that directly resulted in the subject as outcome or effect. Used in conjunction with 'has cause' (i.e. underlying cause) and 'has contributing factor'. See 'Help:Modeling causes'.",,
http://www.wikidata.org/entity/P1480,sourcing circumstances,"qualification of the truth or accuracy of a source: circa (Q5727902), near (Q21818619), presumably (Q18122778), etc.",,
http://www.wikidata.org/entity/P1531,hybrid of,parent of this hybrid breed or cultivar,"breed, taxon, fictional hybrid, mythical hybrid, hybrid",
http://www.wikidata.org/entity/P1535,used by,item or concept that makes use of the subject (use sub-properties when appropriate),,
http://www.wikidata.org/entity/P1537,contributing factor of,"thing that is significantly influenced by this cause, but does not directly result from it.  See 'Help:Modeling causes' for examples and discussion.",,
http://www.wikidata.org/entity/P1536,immediate cause of,immediate effect of this cause,,
http://www.wikidata.org/entity/P1542,has effect,effect of this item,,
http://www.wikidata.org/entity/P1552,has characteristic,inherent or distinguishing quality or feature of the entity. Use a more specific property when possible.,,
http://www.wikidata.org/entity/P1560,given name version for other gender,"equivalent name (with respect to the meaning of the name) in the same language: female version of a male first name, male version of a female first name. Add primarily the closest matching one",,
http://www.wikidata.org/entity/P1574,exemplar of,"property for manuscripts, autographs, incunabula, distinct printed copies","phonograph record, item of collection or exhibition, printed matter, literary work, version, edition or translation, manuscript, compact disc, book, sheet music",
http://www.wikidata.org/entity/P1622,driving side,side of the road that vehicles drive on in a given jurisdiction,"road–rail bridge, bridge–tunnel, sovereign state, road tunnel, road bridge, administrative division, road",
http://www.wikidata.org/entity/P1629,Wikidata item of this property,item corresponding to the concept represented by the property,Wikidata property,
http://www.wikidata.org/entity/P1640,curator,content specialist responsible for this collection or exhibition,"arts festival edition, web archive, arts festival, collection, playlist, work of art, exhibition, museum",
http://www.wikidata.org/entity/P1643,departure transaction,how the player was released or transferred from the roster; qualifier for P54 (member of sports team),,
http://www.wikidata.org/entity/P1672,this taxon is source of,"links a taxon to natural products it produces. Note that it does not say ""this taxon is the source of"" or ""this taxon is a source of"" as this may vary. Some products may be yielded by more than one taxon.","organisms known by a particular common name, common name, taxon",
http://www.wikidata.org/entity/P1703,is pollinated by,how pollen from the male anthers is transferred to the female stigma of a flower,,
http://www.wikidata.org/entity/P1704,is pollinator of,plant that this animal visits for pollen (and that it pollinates),taxon,
http://www.wikidata.org/entity/P1706,together with,qualifier to specify the item that this property is shared with,,
http://www.wikidata.org/entity/P1740,category for films shot at this location,the object is a category for films shot at or in the subject,geographical feature,
http://www.wikidata.org/entity/P1753,list related to category,Wikimedia list equivalent to a Wikimedia category,Wikimedia category,
http://www.wikidata.org/entity/P1775,follower of,for unknown artists who work in the manner of the named artist,,
http://www.wikidata.org/entity/P1774,workshop of,artist whose work group are the likely creator of an artwork,,
http://www.wikidata.org/entity/P1777,manner of,"for unknown artists who worked in a similar style as the named author, but not necessary from the same period",,
http://www.wikidata.org/entity/P1776,circle of,"for unknown artists who lived in the same time as the named author in a similar style, possibly a follower or someone who had contact with the named artist",,
http://www.wikidata.org/entity/P1778,forgery after,for an artwork trying to appear to be the work of the named author,,
http://www.wikidata.org/entity/P1780,school of,"for a creative work with author with a style influenced by the known author or circle, active in the same period, but a student or follower",,
http://www.wikidata.org/entity/P1791,category of people buried here,Wikimedia category for people with a burial site within this area,geographic location,
http://www.wikidata.org/entity/P1792,category of associated people,Wikimedia category for people associated with this place or organization,"human-geographic territorial entity, geographic location, geographical feature, organization",
http://www.wikidata.org/entity/P1853,blood type,blood type of the human or animal,"anthropomorphic character, fictional human, human",
http://www.wikidata.org/entity/P1855,Wikidata property example,"example where this Wikidata property is used; target item is one that would use this property, with qualifier the property being described given the associated value",Wikidata property,
http://www.wikidata.org/entity/P1879,income classification (Philippines),classification grade of a Philippine local government unit based on income,administrative territorial entity of the Philippines,
http://www.wikidata.org/entity/P1889,different from,"item that is different from another item, with which it may be confused",,
http://www.wikidata.org/entity/P1897,highest note,highest note that an instrument can play or singer can sing,,
http://www.wikidata.org/entity/P1903,volcanic explosivity index,scale indicating size of an explosive volcanic eruption,volcanic eruption,
http://www.wikidata.org/entity/P1909,side effect,"effect of a medication or procedure, that occurs next to the desired effect",,
http://www.wikidata.org/entity/P1951,investor,individual or organization which invests money in the item for the purpose of obtaining financial return on their investment,,
http://www.wikidata.org/entity/P1995,health specialty,"main specialty that diagnoses, prevent human illness, injury and other physical and mental impairments","medical procedure type, fictional medical condition, medical finding, disease",
http://www.wikidata.org/entity/P1999,UNESCO language status,degree of endangerment of a language conferred by the UNESCO Atlas of World Languages in Danger,languoid,
http://www.wikidata.org/entity/P2033,category for pictures taken with equipment,Commons category for photos taken with that camera model or model line,"camera product line, product model, model series",
http://www.wikidata.org/entity/P2095,co-driver,rally team member who performs as a co-driver or co-pilot,,
http://www.wikidata.org/entity/P2155,solid solution series with,"the mineral forms a continous (true) or discontinous ""solid solution series"" with another mineral",,
http://www.wikidata.org/entity/P2156,pseudo crystal habit,"possible macrosopic appearance of a crystal different to its molecular symmetry (crystal cell, specimens with twinning or synthetic material)",,
http://www.wikidata.org/entity/P2178,solvent,qualifier to show which substance is the solvent in a solution-process (use with P2177),,
http://www.wikidata.org/entity/P2210,relative to,qualifier: what a statement value is relative to,,
http://www.wikidata.org/entity/P2238,official symbol,official symbol of an organisation,"fictional location, fictional organization, social networking service, occurrence, fictional character, administrative division, organization, human",
http://www.wikidata.org/entity/P2283,uses,item or concept used by the subject or in the operation (see also instrument [P1303] and armament [P520]),,
http://www.wikidata.org/entity/P2293,genetic association,"general link between a disease and the causal genetic entity, if the detailed mechanism is unknown/unavailable","disease, gene",
http://www.wikidata.org/entity/P2303,exception to constraint,"item that is an exception to the constraint, qualifier to define a property constraint in combination with P2302",Wikidata property,
http://www.wikidata.org/entity/P2305,item of property constraint,"qualifier to define a property constraint in combination with ""property constraint"" (P2302)",Wikidata property,
http://www.wikidata.org/entity/P2309,relation,"qualifier to define a property constraint in combination with P2302. Possibly values are: ""instance of"", ""subclass of"" or ""instance or subclass of"". The qualifier to use with the property ""relative"" is ""type of kinship"" (P1039), not this",Wikidata property,
http://www.wikidata.org/entity/P2308,class,"qualifier to define a property constraint in combination with ""property constraint"" (P2302)",Wikidata property,
http://www.wikidata.org/entity/P2316,constraint status,"qualifier to define a property constraint in combination with P2302. Use values ""mandatory constraint"" or ""suggestion constraint""",,
http://www.wikidata.org/entity/P2329,antagonist muscle,,muscle,
http://www.wikidata.org/entity/P2348,time period,"time period (historic period or era, sports season, theatre season, legislative period etc.) in which the subject occurred",,
http://www.wikidata.org/entity/P2353,statistical unit,member of a dataset; type of statistical designation,,
http://www.wikidata.org/entity/P2352,applies to taxon,"qualifier for toxicological concentrations and doses, indicates species in which the drug was tested",chemical compound,
http://www.wikidata.org/entity/P2371,FAO risk status,UN Food and Agriculture Organization designation of status for a domesticated breed,breed,
http://www.wikidata.org/entity/P2384,statement describes,formalization of the statement contains a bound variable in this class,"statement, conjecture, scientific law, theorem",
http://www.wikidata.org/entity/P2417,stage classification,stage results and ranking of a stage race,round,
http://www.wikidata.org/entity/P2429,expected completeness,describes whether a property is intended to represent a complete set of real-world items having that property,,
http://www.wikidata.org/entity/P2438,narrator,"narrator, character or person that tells the story",work,
http://www.wikidata.org/entity/P2443,stage reached,ultimate point in an event or competition reached by a participant,,
http://www.wikidata.org/entity/P2445,metasubclass of,relation between two metaclasses: instances of this metaclass are likely to be subclasses of classes that are instances of the target metaclass,,
http://www.wikidata.org/entity/P2444,homoglyph,"letter, number, or character which appears similar to another",,
http://www.wikidata.org/entity/P2453,nominee,qualifier used with “nominated for” to specify which person or organization was nominated,,
http://www.wikidata.org/entity/P2462,member of the deme,name of the deme in Ancient Attica to which the item belonged,,
http://www.wikidata.org/entity/P2499,league level above,the league above this sports league,,
http://www.wikidata.org/entity/P2500,league level below,the league below this sports league,,
http://www.wikidata.org/entity/P2502,classification of race,race for which this classification applies,,
http://www.wikidata.org/entity/P2515,costume designer,"person who designed the costumes for a film, television programme, etc.","television series episode, choreographic work, series of performances, performing arts production, ballet, television program, performance, film",
http://www.wikidata.org/entity/P2548,strand orientation,orientation of gene on double stranded DNA molecule,gene,
http://www.wikidata.org/entity/P2553,in work,qualifier of award received and nominated for (P1411) to specify in which creative work the awarded or nominated creative work appeared causing the nomination/award win,,
http://www.wikidata.org/entity/P2554,production designer,"person(s) responsible for overall aesthetic of the story of this motion picture, play, video game or similar; responsible for visual concept, producing interior, exterior, location, graphics, etc; deals with many and varied logistic related to this","television program, film, video game",
http://www.wikidata.org/entity/P2571,uncertainty corresponds to,number of standard deviations (sigma) expressing the confidence level of a value,,
http://www.wikidata.org/entity/P2577,admissible rule in,this logic inference rule is admissible in that logical system,,
http://www.wikidata.org/entity/P2578,is the study of,"the object that an academic field studies; distinct from field of work (P101), which is used for human, organization, etc.","academic discipline, branch of science, specialty, theology, theory",
http://www.wikidata.org/entity/P2591,grammatical option indicates,what a particular option for a grammatical category indicates,,
http://www.wikidata.org/entity/P2597,Gram staining,Gram stain type of a bacterial strain,taxon,
http://www.wikidata.org/entity/P2614,World Heritage criteria,selection criteria for UNESCO's cultural and natural 'World Heritage' designation since 2005,,
http://www.wikidata.org/entity/P2633,geography of topic,"item that deals with the geography of the subject. Sample: ""Rio de Janeiro"" uses this property with value ""geography of Rio de Janeiro"" (Q10288853). For the location of a subject, use ""location"" (P276).",,
http://www.wikidata.org/entity/P2637,RARS rating,rating in the Russian media content rating system,"audiovisual work, video game",
http://www.wikidata.org/entity/P2650,interested in,item of special or vested interest to this person or organisation,"service, fandom, fictional character, project, social movement, organization, human",
http://www.wikidata.org/entity/P2670,has part(s) of the class,the subject has one or more parts of the object class,,
http://www.wikidata.org/entity/P2695,type locality (geology),"the locality where a particular rock type, stratigraphic unit or mineral species is defined from (can coincide but not the same as p189)",,
http://www.wikidata.org/entity/P2737,union of,"every instance of this class is an instance of at least one class in that list of classes. Use ""list item"" P11260 as qualifiers to specify the list of classes",,
http://www.wikidata.org/entity/P2739,typeface/font used,style of type used in a work,"version, edition or translation, object, website, book",
http://www.wikidata.org/entity/P2738,disjoint union of,"every instance of this class is an instance of exactly one class in that list of classes. Use ""list item"" P11260 as qualifiers to specify the list of classes",,
http://www.wikidata.org/entity/P2743,this zoological name is coordinate with,links coordinate zoological names,taxon,
http://www.wikidata.org/entity/P2747,Filmiroda rating,rating of a film in the former (2004–2011) Hungarian film rating system,"television series, television special, television series season, film",
http://www.wikidata.org/entity/P2746,production statistics,amount of a certain good produced in/by the item,"territory, organization",
http://www.wikidata.org/entity/P2756,EIRIN film rating,category in the Japanese film rating system (add EIRIN number with qualifier P2676),film,
http://www.wikidata.org/entity/P2758,CNC film rating (France),category assigned to a film by the Board of Film Classification (CNC) which what audiences may view it in France,film,
http://www.wikidata.org/entity/P2770,source of income,source of income of an organization or person,"organization, profession, human",
http://www.wikidata.org/entity/P2784,Mercalli intensity scale,measurement of the intensity of an earthquake,earthquake,
http://www.wikidata.org/entity/P2789,connects with,item with which the item is physically connected,,
